RollNo,Gender,Math_Marks,Science_Marks,Arts_Marks,Study_Hours_Per_Week,Recommended_Stream
2594,Male,86.0,65.0,34.0,,ACADEMIC
200,Male,31.0,82.0,60.0,26.0,Technical
4192,Male,98.0,41.0,51.0,24.0,Technical
3399, Female,80.0,88.0,75.0,38.0,Technical
2688,FEMALE,64.0,93.0,96.0,21.0,Technical
989,Male,63.0,52.0,66.0,37.0,Technical
1572,Female,44.0,75.0,39.0,23.0,Technical
4334,Female,58.0,47.0,95.0,14.0,Academic
183,Male,95.0,79.0,46.0,40.0,Technical
1752,Male,90.0,96.0,44.0,5.0,Technical
4173,Female,81.0,71.0,60.0,10.0,Technical
3149,Male,87.0,68.0,60.0,16.0,Technical
5203,Female,85.0,67.0,63.0,10.0,Technical
3897,Female,53.0,99.0,69.0,35.0,Technical
4764,Female,80.0,55.0,41.0,14.0,Technical
880,Female,47.0,40.0,80.0,28.0,Academic
3108, Female,81.0,43.0,46.0,11.0,Technical
2404,Male,47.0,63.0,83.0,10.0,Technical
4159, Female,94.0,99.0,96.0,24.0,Technical
1686,Male,33.0,45.0,72.0,5.0,Technical 
1280, Female,95.0,61.0,37.0,33.0,Technical
3353,Female,86.0,86.0,93.0,13.0,Technical
737,Male ,46.0,65.0,82.0,26.0,Technical
463,Male,63.0,49.0,56.0,8.0,Technical
1207,Male,42.0,60.0,92.0,9.0,technical
4130,Male,34.0,87.0,81.0,34.0,Technical
1963,Male,56.0,59.0,93.0,13.0,Technical
1732,Male,85.0,61.0,93.0,38.0,Technical
4336,Male,34.0,45.0,29.0,40.0,Technical
1341,Male ,39.0,79.0,98.0,30.0,Technical
5489,Male ,72.0,40.0,48.0,6.0,Technical
1766,Female,34.0,85.0,54.0,29.0,Technical
3703,Male,,36.0,71.0,7.0,Academic
5155,Male,53.0,50.0,94.0,27.0,Academic
4628, Female,42.0,84.0,70.0,26.0,Technical
4457,Male,77.0,39.0,57.0,14.0,Technical
3485,Male,31.0,49.0,99.0,14.0,Academic
648, Female,60.0,47.0,96.0,37.0,Academic
1645,Female,58.0,82.0,37.0,6.0,Technical
725,Female,59.0,80.0,68.0,25.0,ACADEMIC
2534,Male,83.0,68.0,77.0,31.0,Technical
2718,Male,37.0,80.0,31.0,9.0,Technical
5333,Female,,57.0,35.0,26.0,Technical
5056,Female,46.0,87.0,35.0,18.0,
2318,FEMALE,67.0,,46.0,4.0,Technical
4417,Female,49.0,,34.0,19.0,Technical
4070,Male,98.0,74.0,66.0,21.0,Technical
1048,Female,60.0,87.0,29.0,16.0,Technical
1454,Male ,89.0,49.0,93.0,28.0,Technical
2366,Female,37.0,70.0,86.0,33.0,Technical
505,Male,68.0,90.0,66.0,17.0,Technical
4029, Female,66.0,59.0,98.0,19.0,technical
2514,Male,94.0,56.0,25.0,10.0,Technical
2678,Female,33.0,86.0,74.0,23.0,technical
1083,Male,46.0,46.0,65.0,32.0,ACADEMIC
4591,Male,94.0,96.0,35.0,8.0,Technical
2435,Male,51.0,96.0,52.0,18.0,Technical
2507,,64.0,41.0,,9.0,Technical
1970,Female,70.0,35.0,99.0,35.0,Academic
3530, Female,76.0,68.0,39.0,18.0,Technical
871,Male,99.0,66.0,88.0,26.0,ACADEMIC
522,Female,62.0,100.0,64.0,4.0,Technical
5359,Male,49.0,54.0,26.0,32.0,Technical 
1578,Female,48.0,67.0,86.0,33.0,Technical
3479, Female,71.0,93.0,73.0,38.0,Technical
2027,Female,33.0,87.0,77.0,9.0,Technical
4187,Male,43.0,74.0,39.0,18.0,Technical
5010,Female,80.0,84.0,99.0,21.0,
3621,Male,79.0,63.0,74.0,16.0,Technical
244,Male ,60.0,62.0,30.0,33.0,Technical 
678,Male ,64.0,75.0,42.0,33.0,Technical
1314,male,80.0,35.0,92.0,16.0,Technical 
1536,Male,57.0,97.0,84.0,8.0,Technical
2776,Male,69.0,71.0,78.0,6.0,Technical
2441,Female,93.0,67.0,87.0,10.0,Technical
1965,Female,83.0,63.0,32.0,,Technical
3208,Male,87.0,79.0,65.0,31.0,ACADEMIC
2948,Male,77.0,88.0,73.0,28.0,Technical
2059,FEMALE,42.0,99.0,86.0,,Technical
2004, Female,72.0,49.0,35.0,40.0,Technical
1583,Female,49.0,98.0,98.0,34.0,Technical
5131,Male,79.0,96.0,,32.0,Technical
4010,Male,44.0,67.0,78.0,6.0,Technical
3352,Male,44.0,82.0,79.0,36.0,Technical
5080,Male,75.0,54.0,94.0,21.0,Technical 
4848, Female,59.0,89.0,,25.0,Technical
911,Female,57.0,73.0,81.0,38.0,Technical
419,Male,81.0,74.0,63.0,28.0,technical
3495,FEMALE,78.0,50.0,100.0,38.0,Technical 
4265, Female,84.0,64.0,30.0,31.0,Technical
792,Male,66.0,81.0,,,Technical
3593,Female,67.0,100.0,75.0,22.0,Technical
4749,Female,81.0,87.0,94.0,10.0,Technical
3617,Male,77.0,64.0,86.0,12.0,Technical
2703,FEMALE,36.0,41.0,43.0,168.0,Academic
4494,male,77.0,94.0,25.0,38.0,Technical
3946, Female,66.0,,,26.0,Technical
1388,Male,84.0,57.0,28.0,15.0,Technical
1434,Female,38.0,83.0,90.0,27.0,Technical
5513,Female,49.0,44.0,30.0,38.0,technical
3908,Male,54.0,77.0,52.0,35.0,Technical
972,Male,84.0,89.0,75.0,18.0,Technical
2451,Female,38.0,81.0,57.0,22.0,Technical
1238,Male,66.0,89.0,34.0,37.0,Technical
451,male,90.0,54.0,60.0,28.0,Technical
4535,Male,60.0,66.0,80.0,34.0,ACADEMIC
3984,Male,79.0,49.0,68.0,5.0,Technical
1552,Female,31.0,66.0,82.0,28.0,Academic
1821,Male,88.0,64.0,25.0,19.0,Technical
3832,male,63.0,80.0,87.0,36.0,Technical
5103,Female,59.0,90.0,87.0,7.0,Technical
4463,FEMALE,55.0,74.0,52.0,34.0,Technical
5581,Female,79.0,97.0,60.0,11.0,Technical
3370,Female,45.0,40.0,77.0,27.0,Academic
3659,,42.0,77.0,77.0,8.0,Technical
3931,Male,64.0,71.0,62.0,33.0,Technical
3283,Male,53.0,78.0,39.0,38.0,Technical
2024,Male,92.0,98.0,42.0,8.0,Technical 
3784,Male ,34.0,35.0,,23.0,Academic
4657,Female,42.0,50.0,35.0,22.0,Technical
4249,Female,44.0,,78.0,11.0,Academic
1350, Female,85.0,35.0,42.0,28.0,Technical
4914,Female,35.0,47.0,65.0,18.0,technical
3802,Female,,35.0,42.0,7.0,Technical
3885,Female,89.0,63.0,44.0,23.0,Technical
1092,male,46.0,,89.0,,Technical
2644,Female,45.0,86.0,76.0,19.0,Technical
1402,Female,83.0,87.0,52.0,37.0,Technical
3132,Male,81.0,82.0,95.0,14.0,Technical
1445,Female,66.0,43.0,53.0,31.0,Technical
3693,Female,50.0,37.0,42.0,19.0,Technical
5591,Male,77.0,44.0,98.0,20.0,Technical
1871,male,76.0,44.0,38.0,24.0,Technical
2814,Male,97.0,73.0,72.0,21.0,Technical
4345,Male,38.0,43.0,51.0,5.0,Academic
2019,Male,100.0,64.0,84.0,23.0,Technical
5258,Female,95.0,85.0,28.0,22.0,Technical 
780,Female,88.0,89.0,58.0,31.0,Technical
2723,male,32.0,79.0,28.0,11.0,Technical
4722,Female,52.0,82.0,76.0,10.0,Technical
2734,Male,60.0,59.0,74.0,26.0,Technical
2358,Male,99.0,99.0,42.0,11.0,Technical
3028,Female,150.0,90.0,52.0,37.0,Technical
2147,Male,64.0,54.0,77.0,6.0,Technical
2424,Male,62.0,49.0,39.0,21.0,Technical
3863,Female,88.0,79.0,95.0,20.0,technical
2157,Male,94.0,57.0,57.0,14.0,Technical
4013,Male,91.0,49.0,96.0,8.0,Technical
1082,male,45.0,41.0,35.0,19.0,Technical
4762,Female,79.0,73.0,63.0,36.0,Technical
3999,Male ,,69.0,29.0,5.0,Technical
2348,FEMALE,62.0,48.0,61.0,17.0,Technical
749,Female,69.0,58.0,47.0,14.0,Technical
261,Male,80.0,88.0,89.0,27.0,Technical
2159,Male ,72.0,65.0,27.0,28.0,Technical
3394,Female,50.0,67.0,59.0,30.0,Technical
3677,Male,96.0,78.0,66.0,32.0,Technical 
2002, Female,,85.0,72.0,14.0,Technical
255,Female,57.0,46.0,76.0,37.0,Technical
1880, Female,87.0,47.0,32.0,14.0,Technical
4095,Male,84.0,75.0,69.0,33.0,Technical
3046,Male,48.0,37.0,74.0,9.0,Academic
3182,Female,41.0,85.0,91.0,38.0,Technical
3590,Male ,37.0,62.0,55.0,37.0,Technical
1292,Female,41.0,73.0,98.0,4.0,Technical
4776,Female,,67.0,51.0,23.0,Technical
3391,,30.0,84.0,66.0,21.0,Technical
4816,Male,40.0,83.0,59.0,25.0,Technical
3851,Female,55.0,,31.0,26.0,Technical
4318,Male,74.0,51.0,91.0,24.0,
2516,Male ,48.0,88.0,59.0,40.0,Technical
503,Male,71.0,52.0,77.0,16.0,Technical
1301,Male ,86.0,70.0,62.0,7.0,Technical
3296,Male,43.0,82.0,45.0,31.0,Technical
4622,Female,35.0,47.0,,7.0,ACADEMIC
718,Male,50.0,70.0,,23.0,Technical
4147,Male,91.0,44.0,32.0,4.0,Technical
4285,Male,50.0,98.0,37.0,11.0,Technical
3732,FEMALE,81.0,59.0,97.0,18.0,Technical
4179,Female,91.0,85.0,30.0,35.0,Technical
429,Male,62.0,66.0,29.0,7.0,Technical
1026,Male,41.0,84.0,83.0,16.0,Technical
2051,Male,61.0,78.0,41.0,36.0,Technical
2554,Male,80.0,79.0,56.0,32.0,Technical
1827,Male,79.0,48.0,75.0,6.0,Technical
3393, Female,97.0,46.0,71.0,36.0,technical
3069,Female,79.0,91.0,33.0,18.0,Technical
5196,Male,50.0,62.0,78.0,19.0,Technical
933,Male,56.0,,43.0,35.0,Technical
374,Female,88.0,64.0,85.0,12.0,technical
3840,Female,86.0,38.0,61.0,14.0,ACADEMIC
3155,Female,49.0,47.0,51.0,38.0,Technical 
1179,Male,100.0,72.0,28.0,13.0,Technical
2149,Female,55.0,81.0,77.0,37.0,Technical
2402,,74.0,73.0,87.0,13.0,Technical
4371,Female,89.0,58.0,83.0,14.0,Technical
1744,Female,75.0,37.0,56.0,4.0,Technical
2099,Male,49.0,99.0,56.0,16.0,Technical
1742,Female,,77.0,84.0,25.0,ACADEMIC
2166,Female,38.0,54.0,81.0,39.0,Academic
4960,Female,61.0,81.0,42.0,28.0,Technical
1678,Female,73.0,42.0,86.0,18.0,Technical
3746,Male,74.0,47.0,70.0,22.0,Technical
3691,Female,68.0,70.0,32.0,31.0,Technical 
3350,Female,85.0,74.0,78.0,37.0,Technical
4279,Male,73.0,84.0,26.0,27.0,Technical
956,Male,62.0,66.0,100.0,9.0,Technical
1268,Male,68.0,,53.0,25.0,Technical
2750,Male,84.0,53.0,99.0,33.0,Technical
2058,Male,89.0,58.0,85.0,5.0,Technical
736, Female,83.0,91.0,58.0,38.0,Technical
4399,Male,86.0,45.0,36.0,8.0,
4515,Male,98.0,78.0,87.0,7.0,Technical
3150,Male,41.0,52.0,81.0,15.0,Academic
3363,Male,82.0,,33.0,28.0,
3136,Male,62.0,36.0,77.0,37.0,Academic
4678,Male,64.0,53.0,55.0,25.0,Technical
1850,Male,92.0,43.0,39.0,20.0,Technical 
716,Female,62.0,90.0,58.0,7.0,Technical
1103,Female,98.0,54.0,51.0,19.0,
599,Female,44.0,92.0,96.0,38.0,Technical
1729,Male ,,78.0,44.0,40.0,Technical
334,Male,65.0,90.0,84.0,20.0,Technical
1967,Male,90.0,40.0,30.0,6.0,
5084,Female,60.0,51.0,91.0,34.0,
4999,Male,,55.0,71.0,29.0,Academic
2247, Female,33.0,89.0,80.0,8.0,Technical
1066,Male,76.0,61.0,62.0,26.0,Technical
717,Male,54.0,43.0,80.0,10.0,Academic
5383,Male ,,47.0,58.0,17.0,
3565, Female,42.0,46.0,70.0,36.0,Technical 
4168,Female,70.0,81.0,61.0,5.0,Technical
5235,Male ,47.0,89.0,56.0,9.0,Technical
3288,Male,53.0,57.0,37.0,22.0,Technical
212,,90.0,72.0,55.0,32.0,Technical
1309,Male,94.0,62.0,74.0,24.0,Technical
3632,FEMALE,57.0,75.0,87.0,12.0,Technical
3893, Female,34.0,46.0,99.0,8.0,Academic
746,Female,36.0,,75.0,21.0,Technical
4222,,77.0,57.0,43.0,24.0,technical
3190,Male,91.0,75.0,64.0,4.0,Technical
5109,Male,75.0,99.0,59.0,21.0,Technical 
4576,Male,59.0,62.0,75.0,30.0,Technical
3076,,64.0,80.0,35.0,10.0,Technical
976,Male,51.0,80.0,44.0,37.0,
4660,male,64.0,82.0,68.0,8.0,Technical
3373, Female,74.0,85.0,86.0,39.0,Technical
1068,Male,67.0,71.0,70.0,13.0,Technical
142,Male,57.0,37.0,97.0,40.0,Academic
491,Female,37.0,98.0,60.0,16.0,Technical
4326,male,99.0,74.0,69.0,28.0,Technical
2528,Female,83.0,51.0,45.0,12.0,Technical
957,Male,69.0,42.0,39.0,38.0,Technical
141,Male,64.0,64.0,48.0,34.0,Technical
1404,Female,71.0,87.0,70.0,36.0,technical
990,Male,46.0,93.0,53.0,20.0,Technical
5478,Male,76.0,98.0,51.0,32.0,Technical
136,Female,71.0,49.0,44.0,9.0,Technical
4884,,57.0,44.0,41.0,,Technical
3763,Male ,67.0,59.0,44.0,38.0,Technical
4294,Female,60.0,80.0,57.0,12.0,Technical
5159,Female,35.0,72.0,34.0,37.0,Technical
1178,male,39.0,100.0,81.0,5.0,Technical
4982,,30.0,41.0,99.0,32.0,Academic
4089,Male,61.0,98.0,33.0,4.0,Technical
2753,Male,54.0,70.0,79.0,8.0,Technical 
2100,Male,79.0,62.0,43.0,23.0,ACADEMIC
2253,Female,52.0,52.0,48.0,19.0,
4547,FEMALE,82.0,44.0,46.0,37.0,Technical
3276,,51.0,100.0,83.0,6.0,Technical
5271,Male,,44.0,59.0,6.0,Technical
3869,Male,43.0,74.0,27.0,28.0,Technical
4177,Male,56.0,66.0,92.0,36.0,Technical
974,FEMALE,53.0,37.0,35.0,20.0,Technical
5117,Male,80.0,63.0,96.0,7.0,Technical
3275,Male,60.0,66.0,25.0,37.0,Technical
2175,Female,42.0,70.0,47.0,38.0,Technical
4209,Female,83.0,99.0,100.0,5.0,Technical
1046,Male,31.0,56.0,44.0,24.0,
729,Male,52.0,42.0,61.0,17.0,Technical
4926,Male,95.0,63.0,47.0,29.0,Technical
4391,Female,94.0,45.0,95.0,11.0,Technical
3586,Female,35.0,59.0,95.0,17.0,
763,Female,38.0,99.0,50.0,24.0,Technical
561,Male,84.0,57.0,98.0,40.0,Technical
3072, Female,58.0,72.0,57.0,15.0,Technical
4602, Female,47.0,77.0,59.0,35.0,Technical
5413,Female,69.0,68.0,60.0,40.0,Technical
396,Female,38.0,49.0,73.0,27.0,Academic
1385,Male,98.0,47.0,34.0,24.0,Technical
3803,Male,75.0,72.0,62.0,32.0,Technical
3866,Male,45.0,98.0,43.0,34.0,Technical
654,Male ,87.0,36.0,76.0,22.0,Technical
1357,Male,79.0,74.0,69.0,32.0,Technical
4747,Female,,88.0,58.0,33.0,Technical
554,Female,80.0,36.0,48.0,18.0,Technical
2684,Male,91.0,84.0,32.0,27.0,Technical
551,Female,41.0,48.0,,39.0,Technical
3060,Female,62.0,99.0,35.0,40.0,Technical
4374,FEMALE,43.0,90.0,75.0,17.0,Technical
897,Female,59.0,42.0,56.0,12.0,Technical
3354,Male,87.0,58.0,64.0,21.0,technical
2355,Female,31.0,44.0,31.0,19.0,Academic
3371,Male,41.0,38.0,41.0,17.0,Academic
977,Female,40.0,72.0,34.0,33.0,Technical
2933,Male,62.0,91.0,40.0,30.0,Technical
4834,Female,49.0,74.0,96.0,32.0,Technical
1795,Male,69.0,69.0,59.0,20.0,Technical
4754,Female,39.0,49.0,33.0,30.0,Technical
4429,FEMALE,34.0,95.0,29.0,24.0,Technical
1886,male,66.0,90.0,34.0,20.0,Technical
658,Male,49.0,53.0,48.0,40.0,Technical
2716,male,,97.0,91.0,22.0,Technical
1919,Female,64.0,74.0,64.0,22.0,Technical
3082,Male,30.0,99.0,66.0,,Technical
2316,Male,62.0,71.0,98.0,16.0,Technical
2640,Female,99.0,62.0,46.0,5.0,Technical
3826,Female,35.0,96.0,70.0,37.0,Technical
2905,Female,94.0,99.0,60.0,11.0,Technical
4066,Female,53.0,59.0,63.0,24.0,Technical
4695,FEMALE,77.0,43.0,78.0,12.0,Technical
1820,Male,54.0,73.0,82.0,8.0,Technical
4758,Female,38.0,54.0,76.0,33.0,Academic
639, Female,40.0,52.0,96.0,16.0,Academic
1879,Male,36.0,70.0,65.0,14.0,Technical
5446,Female,95.0,93.0,55.0,168.0,
2639,Female,57.0,89.0,71.0,6.0,Technical 
2973,,71.0,47.0,83.0,14.0,Technical
3560,Female,39.0,41.0,69.0,23.0,Academic
1740,Female,51.0,66.0,59.0,26.0,Technical
2961,,43.0,49.0,44.0,24.0,Technical 
1378,FEMALE,51.0,53.0,40.0,19.0,Technical
3604,male,95.0,82.0,95.0,6.0,Technical
4181,Female,77.0,93.0,54.0,6.0,Technical 
2010,Male,89.0,40.0,51.0,4.0,Technical
1903,Male,51.0,67.0,72.0,26.0,Technical
562,Female,38.0,95.0,38.0,39.0,Technical
4803,Female,97.0,72.0,45.0,9.0,Technical
5107,Female,94.0,88.0,44.0,29.0,Technical
835,male,57.0,52.0,35.0,30.0,Technical
2393,Male,81.0,67.0,69.0,30.0,Technical
2452,Female,79.0,48.0,91.0,36.0,Technical
3477,Female,72.0,96.0,93.0,38.0,Technical
1889,male,81.0,93.0,47.0,34.0,Technical
2712,Male,86.0,52.0,81.0,29.0,ACADEMIC
4929,Male,62.0,43.0,30.0,33.0,Technical
512,Female,55.0,78.0,51.0,26.0,Technical
4121,Male,95.0,43.0,99.0,30.0,Technical
3518,Female,55.0,95.0,60.0,26.0,Technical
5188,Male,48.0,82.0,26.0,16.0,Technical
1730, Female,93.0,49.0,87.0,29.0,Technical
5270,male,36.0,90.0,42.0,29.0,Technical
3431,Female,60.0,82.0,76.0,27.0,Technical
2020, Female,53.0,49.0,25.0,36.0,Technical
5559,Female,54.0,58.0,92.0,8.0,Technical
3239,Female,45.0,51.0,48.0,5.0,Technical
498,Male,69.0,68.0,93.0,23.0,Technical
4432,Male,-15.0,96.0,45.0,20.0,Technical
2521,Male ,70.0,55.0,71.0,23.0,Technical
3874,Female,42.0,55.0,52.0,30.0,
622,Male,67.0,59.0,65.0,24.0,Technical 
1304,male,52.0,73.0,41.0,39.0,Technical
1335,Female,70.0,65.0,100.0,32.0,Technical
4453,Male,77.0,41.0,52.0,30.0,Technical
5017,Male,81.0,60.0,38.0,6.0,Technical
3948,Female,63.0,72.0,61.0,12.0,Technical
3827,Male,44.0,92.0,85.0,17.0,
3689,Male,,96.0,41.0,39.0,Technical
3061,Male,100.0,68.0,26.0,7.0,Technical
3398,Male,32.0,86.0,100.0,7.0,Technical
5074,Female,73.0,64.0,82.0,5.0,
3800,Male,66.0,52.0,58.0,,Technical
4517,Male,35.0,79.0,82.0,29.0,Technical
5191,Male,68.0,44.0,46.0,19.0,Technical
203,Male,90.0,78.0,93.0,19.0,Technical
5585,Female,86.0,70.0,68.0,20.0,Technical
4098,Male,97.0,43.0,68.0,24.0,Technical 
2702,Male,71.0,55.0,92.0,27.0,Technical
1200,Male,52.0,79.0,56.0,11.0,Technical
2589, Female,44.0,85.0,28.0,20.0,Technical
1089,Male,60.0,86.0,63.0,12.0,Technical
5177,Female,91.0,57.0,32.0,24.0,Technical
4167,Male,98.0,88.0,46.0,10.0,Technical
431,Male,59.0,44.0,78.0,29.0,Technical
2923,Female,76.0,92.0,70.0,23.0,
2311,Female,98.0,61.0,37.0,19.0,Technical
1972,Male,80.0,91.0,47.0,4.0,Technical
4799,Male,33.0,62.0,60.0,13.0,Technical
5563,Male,68.0,77.0,35.0,39.0,Technical
5367,Male,56.0,56.0,46.0,39.0,Technical
3290,Female,92.0,53.0,62.0,33.0,Technical
5261,Female,82.0,86.0,59.0,9.0,Technical
3669,Female,52.0,72.0,51.0,20.0,Technical 
3663, Female,57.0,39.0,78.0,8.0,Academic
3503,Male ,76.0,42.0,62.0,20.0,
3161,Male,77.0,68.0,26.0,36.0,Technical
5424,Female,50.0,90.0,50.0,40.0,Technical
3163,male,46.0,67.0,78.0,5.0,Technical
2738,Female,91.0,86.0,63.0,10.0,Technical
3292,,82.0,60.0,92.0,15.0,ACADEMIC
4906,male,75.0,,61.0,20.0,Technical
1400, Female,66.0,86.0,93.0,20.0,Technical
4497,Male,34.0,36.0,67.0,24.0,Academic
5347,Female,38.0,84.0,67.0,18.0,Technical
5032,Male ,31.0,94.0,59.0,17.0,Technical
657,Male,74.0,41.0,94.0,18.0,Technical
3759,Female,68.0,76.0,85.0,,ACADEMIC
2224,Male,57.0,48.0,93.0,16.0,Academic
3289, Female,77.0,61.0,58.0,18.0,Technical
403,Female,71.0,80.0,55.0,12.0,Technical
3998,Female,38.0,70.0,47.0,8.0,ACADEMIC
3023,Female,61.0,42.0,61.0,25.0,Technical
3158,Male,83.0,76.0,35.0,22.0,Technical
276,Male,71.0,53.0,84.0,15.0,Technical
4278,Female,33.0,79.0,54.0,9.0,Technical
4230,Male,50.0,95.0,47.0,14.0,Technical
540,Male ,56.0,75.0,88.0,15.0,ACADEMIC
3674,male,93.0,92.0,45.0,39.0,Technical
347,Male,98.0,99.0,26.0,21.0,Technical
3544, Female,30.0,77.0,25.0,37.0,Technical
3607,Female,84.0,50.0,96.0,16.0,Technical
1744,Female,75.0,37.0,56.0,4.0,Technical
379,Female,70.0,51.0,31.0,14.0,Technical
5573,Male,69.0,68.0,89.0,33.0,Technical
2436,Male,45.0,79.0,84.0,14.0,Technical
690,Male,45.0,39.0,52.0,35.0,Academic
3311,Male,81.0,84.0,65.0,26.0,Technical
710,,84.0,43.0,54.0,21.0,Technical
4149,Female,49.0,84.0,67.0,16.0,Technical
3692,Male,76.0,67.0,42.0,25.0,Technical
3167,Male,38.0,51.0,73.0,19.0,Academic
4309,Male,54.0,37.0,70.0,14.0,Academic
1042,Female,65.0,93.0,63.0,30.0,ACADEMIC
117,Male,46.0,94.0,84.0,13.0,Technical
667,Male,70.0,48.0,62.0,35.0,Technical
2431,Male,82.0,78.0,49.0,16.0,Technical
3867,Female,67.0,99.0,75.0,39.0,Technical
1760,Male,96.0,61.0,36.0,31.0,technical
4783,Female,93.0,62.0,43.0,9.0,Technical
1807,Female,47.0,48.0,40.0,23.0,
2585,Male,75.0,94.0,96.0,30.0,Technical
2991,Male,74.0,44.0,35.0,9.0,Technical
1029,Female,60.0,,40.0,24.0,technical
5156,Female,44.0,89.0,75.0,33.0,Technical
2515,male,58.0,72.0,73.0,12.0,Technical
4845,Male,61.0,67.0,76.0,16.0,Technical
3823,Female,45.0,67.0,59.0,38.0,Technical
1955,Female,90.0,72.0,42.0,31.0,Technical
399,Female,58.0,50.0,28.0,18.0,Technical 
2771,Female,80.0,53.0,70.0,39.0,Technical
5390,Female,65.0,51.0,100.0,22.0,Technical
1845,Male ,97.0,96.0,87.0,15.0,Technical
4415,Female,83.0,89.0,96.0,32.0,Technical
4444,Female,89.0,51.0,92.0,30.0,Technical
1902,Female,45.0,63.0,70.0,19.0,Technical
3572,male,41.0,51.0,,26.0,Technical
3925,Male,60.0,72.0,71.0,25.0,Technical
5544,Female,55.0,61.0,96.0,28.0,Technical
4370,Female,53.0,40.0,84.0,40.0,Academic
5422,Male,94.0,88.0,54.0,4.0,Technical
4455,Female,63.0,64.0,81.0,30.0,Technical
1642,Male,95.0,93.0,70.0,8.0,Technical
1035,Male,87.0,80.0,59.0,10.0,Technical
185,Male,94.0,43.0,42.0,36.0,Technical
4703,Female,35.0,90.0,31.0,21.0,Technical
3263,FEMALE,59.0,84.0,53.0,15.0,Technical 
145,male,70.0,64.0,95.0,6.0,Technical
4410,Female,60.0,65.0,77.0,6.0,Technical
3780,Male,63.0,41.0,95.0,32.0,Academic
2239,,88.0,58.0,90.0,22.0,Technical
567,Male,80.0,66.0,82.0,39.0,Technical
4208,Male,65.0,95.0,68.0,29.0,Technical
603,Male,78.0,62.0,25.0,39.0,Technical 
1945,Female,48.0,42.0,94.0,29.0,Academic
2146,Female,75.0,55.0,90.0,22.0,Technical
4730,,32.0,51.0,,17.0,Academic
1541,Female,39.0,47.0,75.0,18.0,Academic
593,male,51.0,52.0,35.0,11.0,Technical 
1312,FEMALE,51.0,52.0,43.0,9.0,Technical
2417,Male,37.0,46.0,71.0,19.0,Academic
5003,Male,97.0,91.0,41.0,38.0,Technical
3940,Female,82.0,56.0,73.0,7.0,Technical
1819,Female,30.0,81.0,,33.0,Technical
3308,Female,76.0,39.0,77.0,16.0,Technical
694,Male,73.0,56.0,93.0,17.0,Technical
5233,Male,97.0,42.0,99.0,35.0,Technical
4235,male,50.0,100.0,82.0,40.0,Technical
4104,Male,39.0,60.0,57.0,26.0,Technical
475,Male,99.0,68.0,47.0,11.0,Technical
1446,Male,66.0,57.0,73.0,38.0,technical
1498,Male ,37.0,82.0,27.0,15.0,Technical
944,Female,31.0,36.0,48.0,34.0,
3042, Female,97.0,66.0,37.0,36.0,Technical
1627,Male,83.0,42.0,93.0,33.0,Technical
2552,Female,84.0,88.0,75.0,34.0,Technical
2707,Male,66.0,57.0,26.0,22.0,ACADEMIC
2567,Male,85.0,51.0,29.0,15.0,Technical
2001,Female,33.0,58.0,82.0,39.0,Academic
4332,Female,62.0,87.0,54.0,23.0,Technical
2022,Male,66.0,78.0,28.0,39.0,Technical
4243,,52.0,85.0,27.0,12.0,Technical
3886,Male,86.0,51.0,57.0,19.0,Technical
4984,Male,77.0,93.0,52.0,21.0,Technical
445,Male,42.0,89.0,32.0,39.0,ACADEMIC
4642,Female,37.0,36.0,40.0,30.0,Academic
3950,Male,46.0,87.0,98.0,28.0,
2900,Male,44.0,68.0,80.0,7.0,Technical
4883,male,85.0,89.0,86.0,5.0,ACADEMIC
1664,Male,43.0,83.0,100.0,16.0,technical
2625,Female,,99.0,61.0,33.0,Technical
921,Female,,85.0,61.0,11.0,Technical
5491,Male,44.0,59.0,36.0,16.0,Technical
4942,Female,77.0,88.0,77.0,22.0,Technical
3457,Female,75.0,78.0,35.0,20.0,Technical
4859,Male,54.0,77.0,,11.0,Technical
1327,Male,100.0,79.0,50.0,,Technical
4442,male,63.0,57.0,41.0,16.0,Technical
226,Male,95.0,43.0,26.0,22.0,Technical
1245,Male,47.0,64.0,58.0,9.0,Technical
910,Male,36.0,64.0,68.0,14.0,Technical
5245,Male,64.0,46.0,46.0,29.0,Technical
5341,Female,42.0,45.0,57.0,37.0,Academic
5514,Male,94.0,93.0,33.0,16.0,Technical
4924,FEMALE,67.0,,61.0,40.0,technical
3442,Female,76.0,41.0,65.0,36.0,Technical
5083,male,40.0,58.0,72.0,16.0,Academic
4152,Female,44.0,95.0,58.0,5.0,Technical
5187,Female,74.0,63.0,43.0,17.0,Technical
1736,Male,81.0,64.0,85.0,23.0,Technical
4049,,50.0,76.0,96.0,38.0,Technical
591,Male,77.0,68.0,39.0,33.0,Technical
4448,Female,83.0,68.0,57.0,6.0,Technical
2943,Female,46.0,96.0,86.0,8.0,
1394,FEMALE,67.0,91.0,52.0,39.0,Technical
1923,Female,63.0,36.0,34.0,25.0,Technical
5493, Female,89.0,39.0,55.0,168.0,Technical
2009,Male,57.0,98.0,66.0,19.0,Technical
4644,Male,57.0,41.0,62.0,24.0,Technical
1476,Female,70.0,64.0,69.0,34.0,Technical
3569,Female,100.0,,47.0,13.0,Technical
672,Female,42.0,76.0,50.0,35.0,Technical 
3882, Female,,58.0,96.0,18.0,Technical
995, Female,62.0,50.0,38.0,18.0,Technical
2021,Male ,56.0,81.0,83.0,35.0,Technical
